"date","name","infected","deaths"
"2020-01-29","China","5997","0"
"2020-01-29","Japan","7","0"
"2020-01-29","Korea","4","0"
"2020-01-29","Viet Nam","2","0"
"2020-01-29","Singapore","7","0"
"2020-01-29","Australia","7","0"
"2020-01-29","Malaysia","4","0"
"2020-01-29","Cambodia","1","0"
"2020-01-29","Thailand","14","0"
"2020-01-29","Nepal","1","0"
"2020-01-29","Sri Lanka","1","0"
"2020-01-29","America","5","0"
"2020-01-29","Canada","3","0"
"2020-01-29","France","4","0"
"2020-01-29","Germany","4","0"
"2020-01-29","United Arab Emirates","4","0"
