"date","name","infected","deaths"
"2020-02-01","China","11821","0"
"2020-02-01","Japan","17","0"
"2020-02-01","Korea","12","0"
"2020-02-01","Viet Nam","6","0"
"2020-02-01","Singapore","16","0"
"2020-02-01","Australia","12","0"
"2020-02-01","Malaysia","8","0"
"2020-02-01","Cambodia","1","0"
"2020-02-01","Philippines","1","0"
"2020-02-01","Thailand","19","0"
"2020-02-01","Sri Lanka","1","0"
"2020-02-01","India","1","0"
"2020-02-01","America","7","0"
"2020-02-01","Canada","4","0"
"2020-02-01","France","6","0"
"2020-02-01","Finland","1","0"
"2020-02-01","Germany","7","0"
"2020-02-01","Italy","2","0"
"2020-02-01","Russia","2","0"
"2020-02-01","Spain","1","0"
"2020-02-01","Sweden","1","0"
"2020-02-01","United Kingdom","2","0"
"2020-02-01","United Arab Emirates","4","0"
